"","user","user_url","rating_num","review_num","pos_dist","mixed_dist","neg_dist","avg_score"
"1290","redknight28","https://www.metacritic.com/user/redknight28",1,1,0,0,1,"0.0"
"1291","GameTester12","https://www.metacritic.com/user/GameTester12",1,1,0,0,1,"0.0"
"1292","Suriom","https://www.metacritic.com/user/Suriom",1,1,0,1,0,"0.0"
"1293","minibiubiu","https://www.metacritic.com/user/minibiubiu",2,2,1,1,0,"0.0"
"1294","Dallas-boy","https://www.metacritic.com/user/Dallas-boy",1,1,0,1,0,"0.0"
"1295","dawpar5","https://www.metacritic.com/user/dawpar5",3,1,0,0,1,"0.0"
"1296","palladium_cloud","https://www.metacritic.com/user/palladium_cloud",1,1,0,0,1,"0.0"
"1297","su-saa","https://www.metacritic.com/user/su-saa",1,1,0,0,1,"0.0"
"1298","muffinpro25","https://www.metacritic.com/user/muffinpro25",1,1,0,1,0,"0.0"
"1299","spindie15","https://www.metacritic.com/user/spindie15",3,1,0,0,1,"0.0"
"1300","Mannymannymanny","https://www.metacritic.com/user/Mannymannymanny",1,1,0,0,1,"0.0"
"1301","Nicobrav","https://www.metacritic.com/user/Nicobrav",2,1,0,0,1,"0.0"
"1302","AnoriWinter","https://www.metacritic.com/user/AnoriWinter",1,1,0,0,1,"0.0"
"1303","Trix999","https://www.metacritic.com/user/Trix999",1,1,0,0,1,"0.0"
"1304","BulletTimeB","https://www.metacritic.com/user/BulletTimeB",1,1,0,0,1,"0.0"
"1305","RubySapior","https://www.metacritic.com/user/RubySapior",1,1,0,0,1,"0.0"
"1306","Fernandes_52","https://www.metacritic.com/user/Fernandes_52",1,1,0,0,1,"0.0"
"1307","Lucas__Raupp","https://www.metacritic.com/user/Lucas__Raupp",1,1,0,0,1,"0.0"
"1308","foxy2114","https://www.metacritic.com/user/foxy2114",1,1,0,0,1,"0.0"
"1309","Jjjjjjjh","https://www.metacritic.com/user/Jjjjjjjh",1,1,0,0,1,"0.0"
"1310","Sjcriss","https://www.metacritic.com/user/Sjcriss",1,1,0,0,1,"0.0"
"1311","Washington95","https://www.metacritic.com/user/Washington95",1,1,0,0,1,"0.0"
"1312","Chimchimy","https://www.metacritic.com/user/Chimchimy",1,1,0,0,1,"0.0"
"1313","lliang","https://www.metacritic.com/user/lliang",1,1,0,0,1,"0.0"
"1314","urcent","https://www.metacritic.com/user/urcent",2,2,1,0,0,"0.0"
"1315","GoldSeller","https://www.metacritic.com/user/GoldSeller",1,1,0,0,1,"0.0"
"1316","Speedwagon1809","https://www.metacritic.com/user/Speedwagon1809",1,1,0,0,1,"0.0"
"1317","ChosenSumo","https://www.metacritic.com/user/ChosenSumo",1,1,0,1,0,"0.0"
"1318","Nick_Hurr1488","https://www.metacritic.com/user/Nick_Hurr1488",1,1,0,0,1,"0.0"
"1319","gerrysoragotama","https://www.metacritic.com/user/gerrysoragotama",1,1,0,0,1,"0.0"
"1320","jswizzle","https://www.metacritic.com/user/jswizzle",1,1,0,0,1,"0.0"
"1321","rutt","https://www.metacritic.com/user/rutt",1,1,0,0,1,"0.0"
"1322","lastofus2trash1","https://www.metacritic.com/user/lastofus2trash1",1,1,0,0,1,"0.0"
"1323","ayazkhan","https://www.metacritic.com/user/ayazkhan",1,1,0,0,1,"0.0"
"1324","lim0ncit0_o","https://www.metacritic.com/user/lim0ncit0_o",1,1,0,0,1,"0.0"
"1325","Coleathal","https://www.metacritic.com/user/Coleathal",1,1,0,0,1,"0.0"
"1326","OneBananaPlease","https://www.metacritic.com/user/OneBananaPlease",1,1,0,0,1,"0.0"
"1327","BoJack404","https://www.metacritic.com/user/BoJack404",1,1,0,0,1,"0.0"
"1328","thesprogletsma","https://www.metacritic.com/user/thesprogletsma",1,1,0,0,1,"0.0"
"1329","Striker_Naiker","https://www.metacritic.com/user/Striker_Naiker",1,1,0,0,1,"0.0"
"1330","tio_rochon64","https://www.metacritic.com/user/tio_rochon64",1,1,0,0,1,"0.0"
"1331","Deannieman","https://www.metacritic.com/user/Deannieman",1,1,0,0,1,"0.0"
"1332","Kcon","https://www.metacritic.com/user/Kcon",17,9,5,1,3,"3.9"
"1333","xencosti","https://www.metacritic.com/user/xencosti",4,3,2,0,1,"7.5"
"1334","Mitoko","https://www.metacritic.com/user/Mitoko",3,2,0,0,2,"0.0"
"1335","Architector","https://www.metacritic.com/user/Architector",1,1,0,0,1,"0.0"
"1336","noneplayable","https://www.metacritic.com/user/noneplayable",1,1,0,0,1,"0.0"
"1337","iridescent_Frag","https://www.metacritic.com/user/iridescent_Frag",1,1,0,0,1,"0.0"
"1338","CoolioJoe12","https://www.metacritic.com/user/CoolioJoe12",1,1,0,0,1,"0.0"
"1339","Edutroll666","https://www.metacritic.com/user/Edutroll666",1,1,0,0,1,"0.0"
"1340","kenjinattix","https://www.metacritic.com/user/kenjinattix",1,1,0,0,1,"0.0"
"1341","Ciarancallum","https://www.metacritic.com/user/Ciarancallum",1,1,0,0,1,"0.0"
"1342","Animason","https://www.metacritic.com/user/Animason",1,1,0,0,1,"0.0"
"1343","towa_fuyu","https://www.metacritic.com/user/towa_fuyu",1,1,0,0,1,"0.0"
"1344","Vansanity91","https://www.metacritic.com/user/Vansanity91",1,1,0,0,1,"0.0"
"1345","Rmachine","https://www.metacritic.com/user/Rmachine",1,1,0,0,1,"0.0"
"1346","Exteen","https://www.metacritic.com/user/Exteen",11,1,0,0,1,"7.7"
"1347","Misterballzach","https://www.metacritic.com/user/Misterballzach",1,1,0,1,0,"0.0"
"1348","sthomson22","https://www.metacritic.com/user/sthomson22",7,4,0,0,2,"0.0"
"1349","Sinnersaint","https://www.metacritic.com/user/Sinnersaint",1,1,0,0,1,"0.0"
"1350","Abbasxone","https://www.metacritic.com/user/Abbasxone",1,1,0,0,1,"0.0"
"1351","Brettaintdead","https://www.metacritic.com/user/Brettaintdead",7,3,1,0,1,"7.8"
"1352","EmperorMinilla","https://www.metacritic.com/user/EmperorMinilla",2,2,1,0,0,"0.0"
"1353","Lucao28","https://www.metacritic.com/user/Lucao28",2,2,1,0,1,"0.0"
"1354","poorchris","https://www.metacritic.com/user/poorchris",1,1,0,0,1,"0.0"
"1355","wildinstict","https://www.metacritic.com/user/wildinstict",4,3,1,0,1,"0.0"
"1356","Kurtco","https://www.metacritic.com/user/Kurtco",1,1,0,0,1,"0.0"
"1357","blastedjunkie","https://www.metacritic.com/user/blastedjunkie",1,1,0,0,1,"0.0"
"1358","ManVil81","https://www.metacritic.com/user/ManVil81",4,4,2,0,1,"0.0"
"1359","Murdochella","https://www.metacritic.com/user/Murdochella",12,9,2,0,3,"4.3"
"1360","Torrin","https://www.metacritic.com/user/Torrin",1,1,0,0,1,"0.0"
"1361","titan94","https://www.metacritic.com/user/titan94",1,1,0,0,1,"0.0"
"1362","ParasKumar","https://www.metacritic.com/user/ParasKumar",1,1,0,0,1,"0.0"
"1363","jetinoco9","https://www.metacritic.com/user/jetinoco9",1,1,0,0,1,"0.0"
"1364","Ueban","https://www.metacritic.com/user/Ueban",2,2,0,0,2,"0.0"
"1365","Jcleon","https://www.metacritic.com/user/Jcleon",3,2,1,0,1,"0.0"
"1366","sanda","https://www.metacritic.com/user/sanda",1,1,0,0,1,"0.0"
"1367","RepulseGG","https://www.metacritic.com/user/RepulseGG",1,1,0,0,1,"0.0"
"1368","Bomjivanovic","https://www.metacritic.com/user/Bomjivanovic",1,1,0,0,1,"0.0"
"1369","Kirito30222","https://www.metacritic.com/user/Kirito30222",1,1,0,0,1,"0.0"
"1370","gameplaynarra","https://www.metacritic.com/user/gameplaynarra",1,1,0,0,1,"0.0"
"1371","oofmatic","https://www.metacritic.com/user/oofmatic",1,1,0,0,1,"0.0"
"1372","Godgates","https://www.metacritic.com/user/Godgates",1,1,0,0,1,"0.0"
"1373","EDfromRED","https://www.metacritic.com/user/EDfromRED",2,2,0,0,2,"0.0"
"1374","madakey","https://www.metacritic.com/user/madakey",2,1,0,0,1,"0.0"
"1375","AlanSuper18","https://www.metacritic.com/user/AlanSuper18",2,2,1,0,1,"0.0"
"1376","Inthedeepside","https://www.metacritic.com/user/Inthedeepside",1,1,0,0,1,"0.0"
"1377","Tangman88","https://www.metacritic.com/user/Tangman88",1,1,0,0,1,"0.0"
"1378","Lukeanderson588","https://www.metacritic.com/user/Lukeanderson588",1,1,0,0,1,"0.0"
"1379","BerserkHST","https://www.metacritic.com/user/BerserkHST",1,1,0,0,1,"0.0"
"1380","Gamereviewer991","https://www.metacritic.com/user/Gamereviewer991",1,1,0,0,1,"0.0"
"1381","peterz923","https://www.metacritic.com/user/peterz923",1,1,0,0,1,"0.0"
"1382","Scarecrow63","https://www.metacritic.com/user/Scarecrow63",1,1,0,0,1,"0.0"
"1383","Dangerpool","https://www.metacritic.com/user/Dangerpool",2,1,0,0,1,"0.0"
"1384","Cuckmen","https://www.metacritic.com/user/Cuckmen",1,1,0,0,1,"0.0"
"1385","Fgg","https://www.metacritic.com/user/Fgg",1,1,0,0,1,"0.0"
"1386","Lil_windex","https://www.metacritic.com/user/Lil_windex",1,1,0,1,0,"0.0"
"1387","MightyJoe1594","https://www.metacritic.com/user/MightyJoe1594",1,1,0,0,1,"0.0"
"1388","EvilMarziPAiN","https://www.metacritic.com/user/EvilMarziPAiN",2,2,1,0,1,"0.0"
"1389","waleedwaleed","https://www.metacritic.com/user/waleedwaleed",2,1,0,0,1,"0.0"
"1390","G-Frags52","https://www.metacritic.com/user/G-Frags52",1,1,0,0,1,"0.0"
"1391","Lac223","https://www.metacritic.com/user/Lac223",1,1,0,0,1,"0.0"
"1392","ssssnake529","https://www.metacritic.com/user/ssssnake529",2,1,0,0,1,"0.0"
"1393","SemenGalyutin","https://www.metacritic.com/user/SemenGalyutin",2,2,1,0,1,"0.0"
"1394","DiabloHelmix","https://www.metacritic.com/user/DiabloHelmix",1,1,0,0,1,"0.0"
"1395","Forcevapour","https://www.metacritic.com/user/Forcevapour",1,1,0,0,1,"0.0"
"1396","SM111","https://www.metacritic.com/user/SM111",1,1,0,1,0,"0.0"
"1397","pTOYOTq","https://www.metacritic.com/user/pTOYOTq",1,1,0,0,1,"0.0"
"1398","Zarar","https://www.metacritic.com/user/Zarar",1,1,0,0,1,"0.0"
"1399","SaliG","https://www.metacritic.com/user/SaliG",1,1,0,0,1,"0.0"
"1400","Ostegan","https://www.metacritic.com/user/Ostegan",3,1,0,0,1,"0.0"
"1401","themuffin","https://www.metacritic.com/user/themuffin",1,1,0,0,1,"0.0"
"1402","sanjaysatoji","https://www.metacritic.com/user/sanjaysatoji",1,1,0,0,1,"0.0"
"1403","SaOne","https://www.metacritic.com/user/SaOne",1,1,0,0,1,"0.0"
"1404","theDiReW0lf","https://www.metacritic.com/user/theDiReW0lf",3,2,1,0,1,"0.0"
"1405","BlackLotus","https://www.metacritic.com/user/BlackLotus",22,10,2,2,4,"6.4"
"1406","Stoys","https://www.metacritic.com/user/Stoys",9,8,1,1,5,"2.6"
"1407","Jooooooe","https://www.metacritic.com/user/Jooooooe",1,1,0,0,1,"0.0"
"1408","Timurbabs","https://www.metacritic.com/user/Timurbabs",1,1,0,0,1,"0.0"
"1409","Lharve","https://www.metacritic.com/user/Lharve",1,1,0,0,1,"0.0"
"1410","Wraithhe","https://www.metacritic.com/user/Wraithhe",1,1,0,0,1,"0.0"
"1411","PatoLastico","https://www.metacritic.com/user/PatoLastico",2,1,0,0,1,"0.0"
"1412","LucasHanry","https://www.metacritic.com/user/LucasHanry",1,1,0,0,1,"0.0"
"1413","LuisLokz","https://www.metacritic.com/user/LuisLokz",1,1,0,0,1,"0.0"
"1414","meGamTe","https://www.metacritic.com/user/meGamTe",2,2,1,0,1,"0.0"
"1415","LordYork","https://www.metacritic.com/user/LordYork",1,1,0,0,1,"0.0"
"1416","SleepyMascot","https://www.metacritic.com/user/SleepyMascot",3,1,0,0,1,"0.0"
"1417","JJ1664","https://www.metacritic.com/user/JJ1664",1,1,0,0,1,"0.0"
"1418","Snaptap","https://www.metacritic.com/user/Snaptap",1,1,0,0,1,"0.0"
"1419","Savant2349","https://www.metacritic.com/user/Savant2349",1,1,0,0,1,"0.0"
"1420","mimi30","https://www.metacritic.com/user/mimi30",1,1,0,0,1,"0.0"
"1421","diegoh001","https://www.metacritic.com/user/diegoh001",1,1,0,0,1,"0.0"
"1422","thusworldunknow","https://www.metacritic.com/user/thusworldunknow",3,3,2,0,1,"0.0"
"1423","IZOD","https://www.metacritic.com/user/IZOD",1,1,0,0,1,"0.0"
"1424","Brauliovega","https://www.metacritic.com/user/Brauliovega",1,1,0,0,1,"0.0"
"1425","Chizzy201","https://www.metacritic.com/user/Chizzy201",1,1,0,0,1,"0.0"
"1426","Lonzma","https://www.metacritic.com/user/Lonzma",1,1,0,0,1,"0.0"
"1427","leeyoungjoo","https://www.metacritic.com/user/leeyoungjoo",1,1,0,0,1,"0.0"
"1428","Temponin","https://www.metacritic.com/user/Temponin",6,1,0,0,1,"5.0"
"1429","ChickyBreecky","https://www.metacritic.com/user/ChickyBreecky",1,1,0,0,1,"0.0"
"1430","WatcherZ","https://www.metacritic.com/user/WatcherZ",1,1,0,0,1,"0.0"
"1431","jsbyun09","https://www.metacritic.com/user/jsbyun09",1,1,0,0,1,"0.0"
"1432","Mohammed-ali","https://www.metacritic.com/user/Mohammed-ali",1,1,0,0,1,"0.0"
"1433","totakoresh","https://www.metacritic.com/user/totakoresh",1,1,0,0,1,"0.0"
"1434","fikuri","https://www.metacritic.com/user/fikuri",1,1,0,0,1,"0.0"
"1435","Irvamon1","https://www.metacritic.com/user/Irvamon1",1,1,0,0,1,"0.0"
"1436","NATEHIGGERS72","https://www.metacritic.com/user/NATEHIGGERS72",1,1,0,0,1,"0.0"
"1437","Nagersz","https://www.metacritic.com/user/Nagersz",1,1,0,0,1,"0.0"
"1438","jlow403","https://www.metacritic.com/user/jlow403",1,1,0,0,1,"0.0"
"1439","Proboy117","https://www.metacritic.com/user/Proboy117",1,1,0,0,1,"0.0"
"1440","Maleek","https://www.metacritic.com/user/Maleek",1,1,0,0,1,"0.0"
"1441","Grandfeller","https://www.metacritic.com/user/Grandfeller",1,1,0,0,1,"0.0"
"1442","skelenox-x_x","https://www.metacritic.com/user/skelenox-x_x",1,1,0,0,1,"0.0"
"1443","Veryxd","https://www.metacritic.com/user/Veryxd",2,2,0,0,2,"0.0"
"1444","Gameplaymatters","https://www.metacritic.com/user/Gameplaymatters",6,6,5,0,1,"8.0"
"1445","Adalramos","https://www.metacritic.com/user/Adalramos",1,1,0,0,1,"0.0"
"1446","MrOwlSky","https://www.metacritic.com/user/MrOwlSky",1,1,0,0,1,"0.0"
"1447","skip77","https://www.metacritic.com/user/skip77",1,1,0,0,1,"0.0"
"1448","maryg123","https://www.metacritic.com/user/maryg123",1,1,0,0,1,"0.0"
"1449","Tim12345","https://www.metacritic.com/user/Tim12345",1,1,0,0,1,"0.0"
"1450","Wind_raider","https://www.metacritic.com/user/Wind_raider",1,1,0,0,1,"0.0"
"1451","Mcfine","https://www.metacritic.com/user/Mcfine",5,3,0,0,3,"2.0"
"1452","Alexs2","https://www.metacritic.com/user/Alexs2",1,1,0,0,1,"0.0"
"1453","Harjen","https://www.metacritic.com/user/Harjen",2,1,0,0,1,"0.0"
"1454","Rockmortal1","https://www.metacritic.com/user/Rockmortal1",1,1,0,0,1,"0.0"
"1455","Lgonzalomv","https://www.metacritic.com/user/Lgonzalomv",2,1,0,0,1,"0.0"
"1456","Jax2000","https://www.metacritic.com/user/Jax2000",1,1,0,0,1,"0.0"
"1457","Sentinoid","https://www.metacritic.com/user/Sentinoid",1,1,0,1,0,"0.0"
"1458","NicklasW","https://www.metacritic.com/user/NicklasW",17,13,5,6,1,"6.5"
"1459","merdemoiii","https://www.metacritic.com/user/merdemoiii",1,1,0,1,0,"0.0"
"1460","bluedark123","https://www.metacritic.com/user/bluedark123",1,1,0,0,1,"0.0"
"1461","Goodmood","https://www.metacritic.com/user/Goodmood",1,1,0,0,1,"0.0"
"1462","Alexmircea","https://www.metacritic.com/user/Alexmircea",1,1,0,0,1,"0.0"
"1463","siddharthamutha","https://www.metacritic.com/user/siddharthamutha",1,1,0,0,1,"0.0"
"1464","gnanasekaran","https://www.metacritic.com/user/gnanasekaran",4,3,2,0,1,"7.5"
"1465","Ghostemane","https://www.metacritic.com/user/Ghostemane",1,1,0,0,1,"0.0"
"1466","AD7","https://www.metacritic.com/user/AD7",1,1,0,0,1,"0.0"
"1467","Sanjinamona","https://www.metacritic.com/user/Sanjinamona",1,1,0,0,1,"0.0"
"1468","2rki","https://www.metacritic.com/user/2rki",1,1,0,0,1,"0.0"
"1469","Asplayerbr83","https://www.metacritic.com/user/Asplayerbr83",1,1,0,0,1,"0.0"
"1470","Lion91","https://www.metacritic.com/user/Lion91",1,1,0,0,1,"0.0"
"1471","nightybiotch","https://www.metacritic.com/user/nightybiotch",1,1,0,0,1,"0.0"
"1472","Mikele","https://www.metacritic.com/user/Mikele",41,5,3,0,1,"9.1"
"1473","l3atTleCry","https://www.metacritic.com/user/l3atTleCry",1,1,0,0,1,"0.0"
"1474","StillPlane","https://www.metacritic.com/user/StillPlane",2,2,1,0,1,"0.0"
"1475","Mutasi","https://www.metacritic.com/user/Mutasi",2,1,0,0,1,"0.0"
"1476","ToxicTaffy","https://www.metacritic.com/user/ToxicTaffy",1,1,0,0,1,"0.0"
"1477","Alenk0","https://www.metacritic.com/user/Alenk0",1,1,0,0,1,"0.0"
"1478","caieta","https://www.metacritic.com/user/caieta",1,1,0,0,1,"0.0"
"1479","DemonsHunter","https://www.metacritic.com/user/DemonsHunter",1,1,0,0,1,"0.0"
"1480","TONEH","https://www.metacritic.com/user/TONEH",1,1,0,0,1,"0.0"
"1481","imanvngamer","https://www.metacritic.com/user/imanvngamer",1,1,0,0,1,"0.0"
"1482","DeadlyDangerDud","https://www.metacritic.com/user/DeadlyDangerDud",1,1,0,0,1,"0.0"
"1483","TZKaka","https://www.metacritic.com/user/TZKaka",1,1,0,0,1,"0.0"
"1484","Fire-typhoon123","https://www.metacritic.com/user/Fire-typhoon123",1,1,0,0,1,"0.0"
"1485","Fran_delaisla","https://www.metacritic.com/user/Fran_delaisla",1,1,0,0,1,"0.0"
"1486","Gabes2020","https://www.metacritic.com/user/Gabes2020",2,1,0,0,1,"0.0"
"1487","Maelesh","https://www.metacritic.com/user/Maelesh",1,1,0,0,1,"0.0"
"1488","BlakeHREW","https://www.metacritic.com/user/BlakeHREW",12,3,0,0,3,"3.9"
"1489","Rakan305","https://www.metacritic.com/user/Rakan305",1,1,0,0,1,"0.0"
"1490","Tpleasure","https://www.metacritic.com/user/Tpleasure",3,3,0,0,3,"0.0"
"1491","JJ785","https://www.metacritic.com/user/JJ785",1,1,0,0,1,"0.0"
"1492","VCa","https://www.metacritic.com/user/VCa",2,1,0,1,0,"0.0"
"1493","Mattdesho","https://www.metacritic.com/user/Mattdesho",1,1,0,0,1,"0.0"
"1494","Figuisto","https://www.metacritic.com/user/Figuisto",5,5,4,0,1,"8.0"
"1495","mahoti","https://www.metacritic.com/user/mahoti",1,1,0,0,1,"0.0"
"1496","kldmmmd","https://www.metacritic.com/user/kldmmmd",3,3,0,0,3,"0.0"
"1497","Genka_penka","https://www.metacritic.com/user/Genka_penka",1,1,0,0,1,"0.0"
"1498","Jacobethanperez","https://www.metacritic.com/user/Jacobethanperez",1,1,0,0,1,"0.0"
"1499","Suronal","https://www.metacritic.com/user/Suronal",22,13,10,2,1,"8.2"
"1500","OswaldMosley","https://www.metacritic.com/user/OswaldMosley",5,5,4,0,1,"8.4"
"1506","ElmerK2","https://www.metacritic.com/user/ElmerK2",1,1,0,0,1,"0.0"
"1507","mombot","https://www.metacritic.com/user/mombot",1,1,0,0,1,"0.0"
"1508","poncholoco","https://www.metacritic.com/user/poncholoco",1,1,0,0,1,"0.0"
"1509","Greedfang","https://www.metacritic.com/user/Greedfang",1,1,0,0,1,"0.0"
"1510","mohammed23","https://www.metacritic.com/user/mohammed23",1,1,0,0,1,"0.0"
"1511","casttim","https://www.metacritic.com/user/casttim",1,1,0,0,1,"0.0"
"1512","Huevoman","https://www.metacritic.com/user/Huevoman",1,1,0,0,1,"0.0"
"1513","SweetSFL","https://www.metacritic.com/user/SweetSFL",1,1,0,0,1,"0.0"
"1514","counternike","https://www.metacritic.com/user/counternike",1,1,0,0,1,"0.0"
"1515","Rivercold","https://www.metacritic.com/user/Rivercold",1,1,0,1,0,"0.0"
"1516","Safwanalavi","https://www.metacritic.com/user/Safwanalavi",1,1,0,0,1,"0.0"
"1517","dlmon","https://www.metacritic.com/user/dlmon",1,1,0,0,1,"0.0"
"1518","PresidenThicc","https://www.metacritic.com/user/PresidenThicc",1,1,0,0,1,"0.0"
"1519","Konnor378","https://www.metacritic.com/user/Konnor378",2,1,0,0,1,"0.0"
"1520","Decudetlou2","https://www.metacritic.com/user/Decudetlou2",1,1,0,0,1,"0.0"
"1521","Thulfkar","https://www.metacritic.com/user/Thulfkar",1,1,0,0,1,"0.0"
"1522","Paul1594","https://www.metacritic.com/user/Paul1594",1,1,0,0,1,"0.0"
"1523","NoMoreTalk","https://www.metacritic.com/user/NoMoreTalk",1,1,0,0,1,"0.0"
"1524","Senas8","https://www.metacritic.com/user/Senas8",1,1,0,0,1,"0.0"
"1525","Petrenko_Sasha","https://www.metacritic.com/user/Petrenko_Sasha",1,1,0,0,1,"0.0"
"1526","Metagrikling","https://www.metacritic.com/user/Metagrikling",2,2,0,0,2,"0.0"
"1527","denorx","https://www.metacritic.com/user/denorx",1,1,0,0,1,"0.0"
"1528","virusf","https://www.metacritic.com/user/virusf",1,1,0,0,1,"0.0"
"1529","Beduin000","https://www.metacritic.com/user/Beduin000",1,1,0,0,1,"0.0"
"1530","DingDingDing","https://www.metacritic.com/user/DingDingDing",1,1,0,0,1,"0.0"
"1531","Nick369","https://www.metacritic.com/user/Nick369",6,5,3,2,0,"8.2"
"1532","evanbishton","https://www.metacritic.com/user/evanbishton",1,1,0,0,1,"0.0"
"1533","MoUsTaFa_V","https://www.metacritic.com/user/MoUsTaFa_V",3,1,0,0,1,"0.0"
"1534","52Hrzwahle","https://www.metacritic.com/user/52Hrzwahle",1,1,0,0,1,"0.0"
"1535","SilentLoyalty","https://www.metacritic.com/user/SilentLoyalty",1,1,0,0,1,"0.0"
"1536","Sabertoothb","https://www.metacritic.com/user/Sabertoothb",1,1,0,0,1,"0.0"
"1537","SimonVlal","https://www.metacritic.com/user/SimonVlal",2,2,0,0,2,"0.0"
"1538","WorldRedbull","https://www.metacritic.com/user/WorldRedbull",10,10,4,3,3,"6.1"
"1539","luckysury333","https://www.metacritic.com/user/luckysury333",1,1,0,0,1,"0.0"
"1540","Mackleback","https://www.metacritic.com/user/Mackleback",1,1,0,0,1,"0.0"
"1541","reigha6666","https://www.metacritic.com/user/reigha6666",2,2,1,0,1,"0.0"
"1542","immasif","https://www.metacritic.com/user/immasif",4,4,1,0,1,"0.0"
"1543","Tujh","https://www.metacritic.com/user/Tujh",6,1,0,0,1,"6.7"
"1544","MrGilhaney","https://www.metacritic.com/user/MrGilhaney",1,1,0,0,1,"0.0"
"1545","Berkut312","https://www.metacritic.com/user/Berkut312",1,1,0,0,1,"0.0"
"1546","Hanna_","https://www.metacritic.com/user/Hanna_",3,1,0,0,1,"0.0"
"1547","saemgoodi","https://www.metacritic.com/user/saemgoodi",1,1,0,0,1,"0.0"
"1548","officialboob","https://www.metacritic.com/user/officialboob",1,1,0,0,1,"0.0"
"1549","Tatva","https://www.metacritic.com/user/Tatva",1,1,0,0,1,"0.0"
"1550","SJWisDead","https://www.metacritic.com/user/SJWisDead",8,6,4,0,1,"7.4"
"1551","Tactiquedes","https://www.metacritic.com/user/Tactiquedes",1,1,0,0,1,"0.0"
"1552","Kaniiitt","https://www.metacritic.com/user/Kaniiitt",1,1,0,0,1,"0.0"
"1553","UglyB","https://www.metacritic.com/user/UglyB",1,1,0,0,1,"0.0"
"1554","Gamingchan","https://www.metacritic.com/user/Gamingchan",1,1,0,0,1,"0.0"
"1555","dima330801","https://www.metacritic.com/user/dima330801",1,1,0,0,1,"0.0"
"1556","Scrollys","https://www.metacritic.com/user/Scrollys",1,1,0,0,1,"0.0"
"1557","Chosen144","https://www.metacritic.com/user/Chosen144",1,1,0,0,1,"0.0"
"1558","Otakufreak","https://www.metacritic.com/user/Otakufreak",1,1,0,0,1,"0.0"
"1559","Kragge","https://www.metacritic.com/user/Kragge",39,1,0,0,1,"4.9"
"1560","incasudeh","https://www.metacritic.com/user/incasudeh",1,1,0,0,1,"0.0"
"1561","AweZ","https://www.metacritic.com/user/AweZ",1,1,0,0,1,"0.0"
"1562","Formosa","https://www.metacritic.com/user/Formosa",1,1,0,1,0,"0.0"
"1563","matt79","https://www.metacritic.com/user/matt79",20,20,13,6,1,"7.9"
"1564","solkanar666","https://www.metacritic.com/user/solkanar666",1,1,0,0,1,"0.0"
"1565","cesar1984","https://www.metacritic.com/user/cesar1984",1,1,0,0,1,"0.0"
"1566","SMAplease","https://www.metacritic.com/user/SMAplease",4,2,0,0,2,"0.0"
"1567","Carlox26","https://www.metacritic.com/user/Carlox26",6,2,1,0,1,"6.5"
"1568","Lutscherrr","https://www.metacritic.com/user/Lutscherrr",1,1,0,0,1,"0.0"
"1569","reeeeeeee1","https://www.metacritic.com/user/reeeeeeee1",1,1,0,0,1,"0.0"
"1570","FallenArkhangel","https://www.metacritic.com/user/FallenArkhangel",2,1,0,0,1,"0.0"
"1571","Mirrorjk","https://www.metacritic.com/user/Mirrorjk",1,1,0,0,1,"0.0"
"1572","Saimali","https://www.metacritic.com/user/Saimali",1,1,0,0,1,"0.0"
"1573","Chal3bx","https://www.metacritic.com/user/Chal3bx",1,1,0,0,1,"0.0"
"1574","Grodval","https://www.metacritic.com/user/Grodval",1,1,0,0,1,"0.0"
"1575","Almightystokes","https://www.metacritic.com/user/Almightystokes",2,2,1,0,1,"0.0"
"1576","Codwarzone","https://www.metacritic.com/user/Codwarzone",1,1,0,0,1,"0.0"
"1577","Shirako0040","https://www.metacritic.com/user/Shirako0040",1,1,0,0,1,"0.0"
"1578","Alesito3949","https://www.metacritic.com/user/Alesito3949",1,1,0,0,1,"0.0"
"1579","GOsDas","https://www.metacritic.com/user/GOsDas",1,1,0,0,1,"0.0"
"1580","Thanyma","https://www.metacritic.com/user/Thanyma",1,1,0,0,1,"0.0"
"1581","droidnafi","https://www.metacritic.com/user/droidnafi",6,2,0,0,2,"5.0"
"1582","BiergBozz","https://www.metacritic.com/user/BiergBozz",2,1,0,0,1,"0.0"
"1583","Amirwarlox","https://www.metacritic.com/user/Amirwarlox",1,1,0,0,1,"0.0"
"1584","Sparky155","https://www.metacritic.com/user/Sparky155",1,1,0,0,1,"0.0"
"1585","DmitryZ","https://www.metacritic.com/user/DmitryZ",1,1,0,0,1,"0.0"
"1586","iColaless","https://www.metacritic.com/user/iColaless",1,1,0,0,1,"0.0"
"1587","Hieulo","https://www.metacritic.com/user/Hieulo",2,2,0,0,2,"0.0"
"1588","mgred","https://www.metacritic.com/user/mgred",1,1,0,0,1,"0.0"
"1589","antoniomit","https://www.metacritic.com/user/antoniomit",30,30,16,2,9,"6.6"
"1590","raulpitz","https://www.metacritic.com/user/raulpitz",2,1,0,0,1,"0.0"
"1591","MuOJJu","https://www.metacritic.com/user/MuOJJu",1,1,0,0,1,"0.0"
"1592","NeilCuqqman","https://www.metacritic.com/user/NeilCuqqman",1,1,0,0,1,"0.0"
"1593","Notorious000","https://www.metacritic.com/user/Notorious000",1,1,0,0,1,"0.0"
"1594","Archmrn","https://www.metacritic.com/user/Archmrn",5,3,1,0,2,"2.4"
"1595","Bennax","https://www.metacritic.com/user/Bennax",2,1,0,0,1,"0.0"
